repo_id,n_modules,total_edges,cf_edges,has_cf,sec_reached,stars,forks,size_kb
66622251,1,0,0,0,0,0,0,3
66697877,1,0,0,0,0,2,0,21
66709235,3,3,0,0,0,3,5,31
66887063,2,1,1,1,0,1,0,3
67323957,1,0,0,0,0,0,1,472
67458644,2,1,1,1,0,2,0,28
66308516,3,0,0,0,0,0,0,31533
67476964,4,0,0,0,0,0,0,49
67516513,4,2,0,0,0,0,0,13
67506180,1,0,0,0,0,64,47,57
67570414,1,0,0,0,0,1,0,403
67589656,2,0,0,0,0,0,0,2
67612591,6,0,0,0,0,29,6,41
67771196,1,0,0,0,0,0,0,14
67929881,7,0,0,0,0,0,0,13
68089302,2,0,0,0,0,0,1,4
68165334,1,45,0,0,0,5,2,3317
68291067,4,3,3,1,0,1,0,19
68233929,16,16,16,1,0,0,0,18
68465607,2,0,0,0,0,0,0,6
67718816,2,0,0,0,0,2,2,126798
68374526,24,0,0,0,0,3,2,108
68482341,1,0,0,0,0,17,3,365
68517495,2,0,0,0,0,1,0,3
68585664,7,0,0,0,0,6,4,61
68708945,1,0,0,0,0,0,1,5
68754375,1,0,0,0,0,3,1,29
68761679,1,0,0,0,0,0,1,74
68759808,1,0,0,0,0,0,0,10
68945599,1,0,0,0,0,0,0,7
66314075,56,158,118,1,1,701,792,1191068
69134018,1,0,0,0,0,1,0,4
69161133,1,0,0,0,0,0,1,4
69378887,12,0,0,0,0,1,0,75
69157692,13,9,9,1,1,6,11,8409
69466511,37,43,43,1,1,72,71,7226
69583036,7,0,0,0,0,5,1,24
69615870,1,0,0,0,0,25,6,18
69719183,1,0,0,0,0,14,21,17
69681355,23,34,34,1,1,291,40,2875
69793770,1,0,0,0,0,0,0,7
69898272,8,7,0,0,0,113,104,31
69967147,1,0,0,0,0,0,1,9
70050380,1,6,0,0,0,2,1,47
70051609,1,0,0,0,0,0,0,16
70058817,2,1,1,1,1,0,2,86
70121046,1,0,0,0,0,0,0,3
70144557,1,0,0,0,0,0,3,37
70165368,1,0,0,0,0,0,0,22
70164710,14,106,106,1,0,9,11,23868
70184556,9,9,9,1,1,34,68,188
70184494,15,21,21,1,1,64,91,339
70236012,1,0,0,0,0,1,0,11
70256629,1,0,0,0,0,1,0,15
70361438,1,0,0,0,0,1,2,17
70184580,17,24,24,1,0,71,87,410
70372735,2,0,0,0,0,0,0,22
70438107,8,7,7,1,1,9,7,16
70406794,2,18,18,1,1,177,38,1464
70660862,1,0,0,0,0,12,19,45
70755122,1,0,0,0,0,4,11,5
70755140,1,0,0,0,0,2,2,14
70920625,1,0,0,0,0,0,0,17
70979983,1,0,0,0,0,5,6,11
70892746,5,12,4,1,1,27,13,376
71009363,3,1,0,0,0,3,2,2175
71106280,4,2,2,1,1,58,29,38
71097354,1,0,0,0,0,3,2,10
70983560,2,0,0,0,0,6,2,49227
71147057,1,0,0,0,0,5,2,11
71198323,6,2,1,1,1,0,3,33
71206410,3,0,0,0,0,45,32,818
71231754,1,0,0,0,0,53,16,16
71403340,1,0,0,0,0,1,0,1
