repo_id,n_modules,total_edges,cf_edges,has_cf,sec_reached,stars,forks,size_kb
197460060,1,0,0,0,0,1,0,13
197478098,1,0,0,0,0,0,1,9
197522731,1,0,0,0,0,3,2,5
197525038,1,0,0,0,0,0,0,375
197539155,1,0,0,0,0,0,0,118
197539984,2,6,1,1,0,0,0,91
197552452,2,1,1,1,1,0,0,5104
197557583,2,1,1,1,0,0,0,2
197560172,1,0,0,0,0,0,0,2
197579004,1,0,0,0,0,0,0,2
197577502,1,0,0,0,0,0,0,2
197596685,5,4,4,1,0,0,0,10
197598276,2,1,1,1,0,0,0,34
197606278,1,0,0,0,0,0,0,22
197650909,1,0,0,0,0,5,4,28
197662244,3,2,2,1,0,0,0,4
197659978,1,0,0,0,0,1,1,19
197662600,2,1,1,1,0,0,0,8
197662878,2,1,1,1,0,0,0,4
197662377,2,3,2,1,0,0,0,26
197582005,14,22,22,1,0,0,0,12922
197672790,2,0,0,0,0,2,0,9
197701914,12,16,16,1,1,0,0,17
197680436,8,9,4,1,0,6,19,187
197709721,2,0,0,0,0,0,0,39
197751963,1,0,0,0,0,1,0,158
197769025,5,9,9,1,1,2,0,136
197756967,4,3,3,1,1,0,0,172
197779839,1,0,0,0,0,0,0,8
197781305,1,0,0,0,0,1,0,22
197782679,1,8,0,0,0,0,1,143
197789415,1,0,0,0,0,0,1,10
197820268,1,0,0,0,0,0,0,8
197854864,2,1,1,1,0,2,0,17
197880195,1,0,0,0,0,0,0,18
197843618,5,1,0,0,0,12,5,672
197890077,5,4,4,1,1,0,0,12
197893995,3,4,4,1,0,0,0,11
197977655,1,0,0,0,0,0,0,7
197975531,1,0,0,0,0,0,2,14
197986227,1,0,0,0,0,39,33,156
198019268,3,0,0,0,0,0,0,15
198010561,8,9,8,1,0,0,1,89
197989155,15,11,11,1,1,5,2,490
198123001,3,0,0,0,0,0,0,4
198107217,1,0,0,0,0,1,0,10
198085399,7,7,6,1,0,0,0,77
198142047,1,0,0,0,0,1,0,10
198207349,1,0,0,0,0,0,0,3
198174955,1,0,0,0,0,0,0,6
198179376,3,0,0,0,0,5,1,159
198147891,4,0,0,0,0,0,7,6526
198224571,6,0,0,0,0,0,0,23
198263151,1,1,0,0,0,2,1,16
198286067,2,3,1,1,1,7,1,996
198214444,11,0,0,0,0,0,0,803
198304137,11,2,0,0,0,6,2,18
198290511,1,0,0,0,0,0,0,41
198306871,2,2,1,1,0,2,4,39
198360246,1,0,0,0,0,0,0,2
198379366,1,0,0,0,0,0,0,3
198399154,1,0,0,0,0,0,0,17
198388616,1,0,0,0,0,0,0,29
198434878,1,0,0,0,0,0,0,4
198452221,1,0,0,0,0,0,1,5
198418454,1,1,0,0,0,4,4,2071
198450771,1,0,0,0,0,0,0,5
198453841,1,0,0,0,0,0,0,6
198485570,2,1,1,1,1,13,8,241
198502531,1,0,0,0,0,2,4,13
198529140,25,0,0,0,0,2,5,62
198563915,1,0,0,0,0,0,0,13
198576974,2,1,1,1,0,0,0,14
198572813,6,6,5,1,1,0,1,62
198625015,1,0,0,0,0,1,0,64
198626231,1,0,0,0,0,0,0,3
198639418,1,0,0,0,0,0,0,5
198648487,1,0,0,0,0,0,0,72
198650995,25,18,18,1,0,1,0,698
198670286,1,0,0,0,0,0,0,8
198657572,2,1,1,1,0,0,1,42
198657707,2,1,1,1,1,2,1,57
198679120,2,18,1,1,1,70,82,2321
198689122,1,0,0,0,0,0,0,67
198683477,1,0,0,0,0,0,0,66
198695790,2,0,0,0,0,1,1,7
198695837,2,0,0,0,0,2,1,9
198695885,2,0,0,0,0,1,0,8
198687307,7,0,0,0,0,6,9,37488
198696185,1,0,0,0,0,0,1,8
198699790,1,0,0,0,0,2,1,11
198707826,1,0,0,0,0,0,0,6
198710392,2,2,1,1,1,3,7,1979
198738330,7,1,1,1,1,0,0,18
198758484,2,1,1,1,1,1,1,4762
198759534,1,0,0,0,0,0,0,6
198772647,1,0,0,0,0,1,0,7
198792805,1,0,0,0,0,0,0,3
198810239,1,0,0,0,0,0,0,11
198810366,2,1,1,1,0,0,1,10
198816732,1,0,0,0,0,0,0,10
198833516,6,7,6,1,0,0,0,49
198841368,2,1,1,1,1,4,3,95
198859315,1,0,0,0,0,0,0,7
198860567,17,10,9,1,1,0,8,325
198865242,1,0,0,0,0,0,1,13
198866639,7,7,6,1,0,0,0,158
198884943,1,0,0,0,0,0,1,14
198869942,1,1,0,0,0,0,1,15
198885261,1,1,0,0,0,2,5,48
198913297,2,2,0,0,0,0,1,16
198907833,2,2,0,0,0,0,1,18
198933751,3,2,2,1,0,5,7,35
198937628,2,0,0,0,0,2,0,9
198950237,7,7,7,1,1,0,0,45
198702347,2,0,0,0,0,0,0,30321
198964389,2,0,0,0,0,0,0,17
198982830,3,2,0,0,0,1,8,8
198970479,4,1,0,0,0,0,0,10
198983729,1,0,0,0,0,0,3,8
198987393,2,1,0,0,0,0,3,6
198995674,1,0,0,0,0,0,0,5
198999617,1,0,0,0,0,0,0,24
199014248,1,0,0,0,0,12,10,39
199019271,1,2,0,0,0,0,0,27
199024528,1,0,0,0,0,2,10,18
199038696,1,1,0,0,0,0,0,25
199048323,1,0,0,0,0,0,0,20
199064447,3,3,3,1,0,0,0,63
199066497,3,7,0,0,0,0,2,18
199079186,1,0,0,0,0,0,0,5
199068431,1,0,0,0,0,0,1,3
199081120,1,0,0,0,0,0,0,4
199084502,6,5,4,1,0,0,1,64
199105026,3,8,0,0,0,0,1,18
199083232,1,0,0,0,0,0,0,197
199118346,4,4,2,1,1,11,16,134
199119890,1,0,0,0,0,0,1,12
199120794,2,6,0,0,0,0,0,3
199119907,7,0,0,0,0,0,0,17
199151338,3,0,0,0,0,0,0,5
199167420,1,0,0,0,0,0,0,6
199225758,1,0,0,0,0,1,0,32
199192855,14,12,12,1,0,0,1,212
199242254,1,1,0,0,0,8,0,50
199242753,1,1,0,0,0,1,0,54
199285897,1,0,0,0,0,0,0,2
199247719,6,1,1,1,1,0,0,57
199323525,1,1,0,0,0,0,0,33
199345311,2,2,0,0,0,0,1,14
199315288,1,0,0,0,0,0,0,1087
199363891,20,15,0,0,0,2,2,104
199417900,3,0,0,0,0,0,0,2
199418238,4,2,2,1,1,0,0,8
199368064,17,5,5,1,0,5,9,589
199435925,2,1,1,1,1,0,4,38
199438173,1,0,0,0,0,0,0,2
199429779,2,7,1,1,1,26,32,2179
199413647,58,0,0,0,0,2,0,1368
199439788,1,0,0,0,0,0,0,14
199448564,1,0,0,0,0,0,0,5
199463418,2,2,1,1,0,0,3,9
199467754,21,0,0,0,0,0,1,73
199497464,2,1,1,1,0,0,1,7481
199494236,2,0,0,0,0,0,1,380
199511594,2,1,1,1,0,1,1,4
199520037,1,0,0,0,0,0,1,3
199536382,2,2,0,0,0,0,1,14
199526719,2,0,0,0,0,2,1,10
199536408,2,1,1,1,0,0,0,9
199554540,1,0,0,0,0,11,1,138
199578314,1,0,0,0,0,0,0,17
199629750,2,0,0,0,0,0,0,26
199654301,1,0,0,0,0,16,17,60
199654568,2,12,1,1,1,3,1,13
199666249,1,0,0,0,0,15,14,1156
199710777,6,15,11,1,0,0,0,17
199718082,1,0,0,0,0,1,4,8
199735202,2,2,0,0,0,0,1,13
199725464,2,2,0,0,0,0,1,17
199747467,3,7,0,0,0,1,0,98
199813921,6,16,5,1,1,1,10,142
199814978,1,0,0,0,0,0,0,6
199826342,1,0,0,0,0,2,5,25
199842176,1,0,0,0,0,0,2,326
199846727,1,0,0,0,0,0,2,1
199825672,2,1,1,1,1,0,1,5157
199850567,1,0,0,0,0,0,1,3
199850819,1,0,0,0,0,0,0,20
199850914,1,0,0,0,0,0,2,28
199851134,1,0,0,0,0,0,1,275
199851270,1,0,0,0,0,3,4,60
199851347,1,0,0,0,0,1,0,22
199851362,1,0,0,0,0,4,7,227
199854324,1,0,0,0,0,0,1,5
199856143,1,0,0,0,0,1,0,33
199866805,1,0,0,0,0,0,0,5
199868442,1,1,0,0,0,1,0,8
199863756,2,1,1,1,0,7,2,121
199875481,1,0,0,0,0,0,0,40
199875966,1,0,0,0,0,0,0,15
199883810,2,0,0,0,0,13,8,24
199869531,53,28,27,1,1,191,49,61
199901307,1,0,0,0,0,0,2,12
199892893,4,3,0,0,0,0,0,10
199897967,2,1,1,1,1,11,7,86
199926332,1,0,0,0,0,0,0,8
199918374,1,0,0,0,0,1,1,13
199935447,2,0,0,0,0,2,5,84
199945996,1,0,0,0,0,45,30,17
199969527,2,0,0,0,0,0,0,9
199970275,1,0,0,0,0,0,0,6
199943580,6,3,3,1,1,0,1,15723
199984089,2,1,1,1,1,0,0,3
200021840,1,16,0,0,0,0,0,195
200009581,1,1,0,0,0,1,0,7
200022078,1,17,0,0,0,3,0,405
200022252,1,14,0,0,0,3,0,464
200023675,7,4,3,1,0,0,0,135
200023540,1,0,0,0,0,0,0,39
200023798,3,0,0,0,0,0,0,45
200026686,1,0,0,0,0,1,0,164
200023874,5,0,0,0,0,0,0,67
200023954,18,3,3,1,0,4,1,232
200039889,1,0,0,0,0,1,1,11
200043454,1,0,0,0,0,0,0,20296
200052634,2,1,0,0,0,0,0,22
200054244,1,0,0,0,0,0,0,5
200054345,3,1,1,1,1,0,1,166
200063590,2,1,1,1,0,0,0,40
200055091,1,0,0,0,0,1,0,7
200059604,1,1,0,0,0,0,0,37302
200065724,1,0,0,0,0,0,1,61
200089268,2,6,4,1,1,0,4,217
200100357,2,4,2,1,0,0,0,167
200132007,4,4,4,1,1,50,7,27
200098787,1,0,0,0,0,1,24,19
200167039,1,0,0,0,0,0,0,32
200180494,2,0,0,0,0,0,0,183
200194598,1,0,0,0,0,0,0,7281
200184509,2,1,1,1,0,0,0,832
200207603,2,0,0,0,0,0,0,10
200221957,1,0,0,0,0,0,0,17
200225490,1,3,0,0,0,2,0,69
200225436,2,3,1,1,0,0,0,11
200232277,1,0,0,0,0,1,0,27
200244995,1,0,0,0,0,0,0,13
200255147,2,1,1,1,1,0,0,84
200256095,2,2,2,1,0,0,1,35
200266689,1,0,0,0,0,0,0,30
200277661,14,12,12,1,1,0,2,52
200280070,1,0,0,0,0,0,0,18
200289437,2,4,1,1,1,1,2,111
200306331,1,0,0,0,0,0,0,45
200325823,1,0,0,0,0,0,0,27
200352846,1,0,0,0,0,0,0,4
200373139,1,0,0,0,0,0,0,1
200383008,1,0,0,0,0,0,0,10
200391809,2,1,1,1,0,3,1,115
200428091,1,0,0,0,0,1,1,20
200412714,3,2,0,0,0,0,0,26
200483452,2,1,1,1,1,2,0,10
200487046,3,2,2,1,1,27,22,56
200501152,1,0,0,0,0,1,1,7
200528589,3,0,0,0,0,6,1,48
200505355,2,1,1,1,0,0,1,7
200545311,1,0,0,0,0,0,0,16
200561031,8,14,14,1,1,9,5,146
200587028,1,0,0,0,0,0,0,6
200591611,1,0,0,0,0,1,2,23
200604827,1,1,0,0,0,2,0,6
200609383,1,1,0,0,0,1,0,6
200617456,1,0,0,0,0,0,0,5
200614038,1,0,0,0,0,0,1,3
200618303,1,0,0,0,0,0,0,3
200618850,1,0,0,0,0,0,1,6
200619206,1,0,0,0,0,0,1,4
200619066,1,0,0,0,0,0,0,1
200619771,1,0,0,0,0,0,0,2
200620049,1,0,0,0,0,0,1,4
200619915,1,0,0,0,0,0,0,2
200621031,1,0,0,0,0,0,0,3
200621138,1,0,0,0,0,0,0,2
200621792,1,0,0,0,0,0,1,2
200640381,4,2,0,0,0,0,0,17
200674004,1,0,0,0,0,8,12,7
200667926,12,11,11,1,1,2,2,643
200719464,1,0,0,0,0,0,0,13
200723082,1,0,0,0,0,0,0,3
200685479,2,0,0,0,0,3,1,4813
200739060,1,0,0,0,0,3,0,32
200740505,1,0,0,0,0,0,0,8
200743608,1,0,0,0,0,0,0,2
200756133,1,0,0,0,0,0,0,3
200747199,17,11,11,1,1,0,1,37
200778607,1,0,0,0,0,0,0,8
200778871,20,0,0,0,0,0,0,26
200780348,1,0,0,0,0,0,0,3
200781285,1,0,0,0,0,0,0,2
200785522,1,0,0,0,0,1,1,15
200787178,2,1,0,0,0,1,2,32
200788462,23,29,29,1,0,3,0,416
200795463,1,0,0,0,0,0,0,10
200797588,6,0,0,0,0,0,1,3675
200824188,1,0,0,0,0,0,0,5
200790893,1,0,0,0,0,2,6,52546
200841982,1,0,0,0,0,0,0,87
200849806,1,0,0,0,0,20,9,221
200854017,4,5,5,1,0,0,0,71
200856589,1,0,0,0,0,0,0,20
200856624,7,6,6,1,0,0,2,91
200866601,1,0,0,0,0,0,0,3
200871395,1,0,0,0,0,1,0,10
200881023,22,72,9,1,1,3,14,85
200907393,2,1,1,1,0,0,1,40
200935559,3,2,1,1,0,0,1,16
200985589,1,6,0,0,0,0,0,1664
200997909,1,0,0,0,0,0,1,14
201001601,1,0,0,0,0,0,0,4
201035953,2,2,2,1,0,0,1,5
201007854,2,0,0,0,0,28,23,58
201082831,1,0,0,0,0,0,0,19
201053026,14,17,17,1,0,15,14,88
201039380,3,0,0,0,0,9,20,1570
201096732,1,0,0,0,0,0,0,8430
201100988,4,0,0,0,0,6,4,87
201135202,2,1,1,1,1,0,0,8
201130083,11,6,3,1,0,0,0,11263
201139646,1,0,0,0,0,3,4,67
201143043,2,0,0,0,0,0,0,21
201146666,1,0,0,0,0,0,0,3
201194144,2,1,1,1,0,2,4,144
201200352,1,0,0,0,0,0,20,6
201249767,1,0,0,0,0,0,0,13
201252327,1,0,0,0,0,0,0,7
201254687,3,2,2,1,0,8,5,87
201261571,2,1,1,1,0,4,4,42
201270404,1,0,0,0,0,1,0,6
201279388,1,0,0,0,0,0,0,14
201291148,1,0,0,0,0,1,1,11
201280364,1,0,0,0,0,60,19,270
201348572,4,3,3,1,0,0,0,27
201394493,1,0,0,0,0,0,0,4
201406400,1,0,0,0,0,0,1,20
201371324,1,0,0,0,0,0,0,560
201420281,6,7,6,1,0,0,0,103
201452169,1,0,0,0,0,0,0,8
201463927,1,1,0,0,0,1,0,12
201437074,1,0,0,0,0,0,1,12
201475150,1,0,0,0,0,3,0,447
201492687,1,0,0,0,0,0,3,19
201477810,1,0,0,0,0,0,0,43
201497709,26,28,28,1,1,2,0,82
201526490,6,2,0,0,0,35,41,1533
201535444,1,0,0,0,0,0,0,20
201528543,10,12,12,1,1,0,0,62
201539700,3,0,0,0,0,0,0,134
201550516,1,1,0,0,0,0,0,26
201583632,1,0,0,0,0,0,0,12
201597824,9,18,12,1,1,34,12,269
201600189,4,4,3,1,0,9,18,125
201619232,1,0,0,0,0,0,0,3
201620313,2,1,1,1,0,0,2,3
201659327,1,0,0,0,0,4,1,23
201677658,1,0,0,0,0,8,4,6
201690732,1,0,0,0,0,0,0,2
201714804,1,0,0,0,0,0,0,4
201715228,2,4,0,0,0,0,1,14
201755325,1,0,0,0,0,1,0,64
201777009,3,5,0,0,0,0,1,18
201779639,8,7,4,1,1,0,0,486
201796587,1,0,0,0,0,0,0,161
201804773,2,0,0,0,0,1,1,15
201828330,1,0,0,0,0,2,0,8
201854033,2,1,1,1,0,0,0,14
201867921,1,0,0,0,0,0,0,2
201859554,1,0,0,0,0,0,0,16
201860675,11,15,11,1,0,0,0,2421
201906186,1,0,0,0,0,0,0,24
201875675,1,0,0,0,0,0,0,2
201909389,1,0,0,0,0,0,0,3
201943504,1,0,0,0,0,0,0,24
201928863,3,2,2,1,0,1,3,45
201950209,1,0,0,0,0,0,2,12
201957368,3,3,2,1,1,37,19,219
201960469,1,0,0,0,0,0,0,47
201966402,1,0,0,0,0,0,0,9
201962376,6,11,5,1,0,41,15,241
201967847,2,2,1,1,0,12,14,112
201968735,5,8,0,0,0,22,16,186
201969682,4,7,3,1,1,54,36,451
201970956,2,3,1,1,1,11,13,103
201973319,1,0,0,0,0,0,1,738
201996189,1,0,0,0,0,0,0,7
202005126,3,4,4,1,0,0,1,38
201873308,4,9,2,1,1,1,0,19396
202008807,7,8,7,1,0,0,0,135
202018550,2,1,0,0,0,1,0,182
202061561,1,0,0,0,0,0,0,6
202062325,3,2,2,1,1,0,1,8
202069761,3,3,2,1,0,0,0,9
202071841,14,7,5,1,1,6,4,20
202084993,1,0,0,0,0,0,0,6
202107400,1,0,0,0,0,0,0,2
202120577,3,5,4,1,0,0,0,10
202095584,2,0,0,0,0,0,0,13
202127161,2,34,0,0,0,2,6,43
202151740,4,4,3,1,1,22,14,181
202152937,1,0,0,0,0,1,0,16
202169132,1,0,0,0,0,0,0,15
202183415,4,3,3,1,0,0,7,338
202186246,5,3,0,0,0,1,0,315
202207508,22,40,32,1,0,32,33,1548
202235661,1,0,0,0,0,0,0,7
202260331,1,0,0,0,0,0,5,28
202238065,3,1,1,1,1,1,0,33
202276055,2,0,0,0,0,0,0,108
202284232,7,7,6,1,0,0,0,261
202299263,1,2,0,0,0,0,0,35
202379984,1,0,0,0,0,0,0,18
202399020,2,1,0,0,0,1,0,6
202402633,1,0,0,0,0,0,2,22
202387172,22,35,30,1,1,67,61,794
202404877,1,0,0,0,0,2,1,67
202446249,3,2,0,0,0,1,0,433
202469422,1,0,0,0,0,44,20,29
202421488,2,1,0,0,0,2,0,5133
202480974,1,0,0,0,0,0,1,56
202482553,3,2,2,1,0,0,1,15
202524387,2,0,0,0,0,0,1,2320
202532542,5,4,4,1,1,1,1,1397
202532624,1,0,0,0,0,1,0,2
202533472,1,0,0,0,0,1,1,275
202533974,1,0,0,0,0,0,2,20
202534299,1,0,0,0,0,1,2,25
202539867,1,0,0,0,0,0,1,12
202540060,1,0,0,0,0,2,2,60
202571799,1,0,0,0,0,0,0,20
202601462,5,0,0,0,0,0,0,30
202709632,1,1,0,0,0,2,1,65
202721892,6,0,0,0,0,0,0,20
202737155,1,0,0,0,0,0,0,16
202708295,1,0,0,0,0,0,0,20237
202737232,3,2,2,1,1,2,2,6
202739620,1,0,0,0,0,0,2,23
202748701,1,2,0,0,0,0,0,33
202749939,1,1,0,0,0,0,0,11
202753030,25,56,48,1,1,78,97,995
202807559,13,5,5,1,1,0,0,36
202815037,1,0,0,0,0,2,1,19
202819389,2,1,1,1,0,0,1,25
202866878,1,0,0,0,0,3,1,36
202870899,7,7,6,1,0,0,0,100
202892822,1,0,0,0,0,0,2,20
202908715,1,0,0,0,0,29,24,108
202983531,3,4,2,1,1,1,0,35
203023638,1,1,0,0,0,3,2,79
202991315,1,2,0,0,0,0,0,39
203028832,1,0,0,0,0,1,0,14
203033584,1,0,0,0,0,0,0,6
203033859,7,6,6,1,0,1,0,29
203066986,2,1,1,1,0,0,0,5
203142972,14,0,0,0,0,0,0,40
203143241,1,0,0,0,0,0,0,12
203144058,1,1,0,0,0,0,2,24
203144805,1,1,0,0,0,2,4,147
203157596,1,0,0,0,0,0,0,2
203158079,1,0,0,0,0,0,0,8
203159671,3,0,0,0,0,1,0,119
203163141,1,0,0,0,0,0,0,10
203177435,1,0,0,0,0,0,3,8
203184643,1,0,0,0,0,0,0,5
203186963,9,11,1,1,1,1,0,22
203195477,1,0,0,0,0,0,0,112
203219481,4,7,4,1,1,2,1,379
203222652,1,0,0,0,0,0,1,22
203264472,1,0,0,0,0,0,1,33
203315218,1,0,0,0,0,0,0,4
203303600,32,85,85,1,1,5,1,1365
203327725,2,2,2,1,0,3,1,33
203343905,2,1,0,0,0,0,0,13
203330387,1,0,0,0,0,1,3,22
203358040,1,0,0,0,0,1,1,29
203361635,1,0,0,0,0,0,0,6
203361605,1,0,0,0,0,0,2,41
203376705,1,0,0,0,0,1,0,35
203378016,5,2,2,1,0,9,2,34161
203390832,2,0,0,0,0,0,0,13
203247879,1,0,0,0,0,0,1,14317
203393250,1,0,0,0,0,0,0,43
203397840,7,7,5,1,0,3,0,1320
203404528,1,0,0,0,0,0,0,29
203411186,1,1,0,0,0,1,0,29
203425651,5,5,4,1,1,21,18,156
203423726,4,18,3,1,1,17,21,257
203427366,5,14,4,1,1,25,17,262
203428197,1,0,0,0,0,0,1,27
203429629,4,13,3,1,0,43,29,183
203436792,3,0,0,0,0,0,5,31
203449190,6,5,4,1,0,5,14,45
203446117,2,0,0,0,0,3,4,22
203451891,1,0,0,0,0,1,12,2
203456279,4,3,2,1,0,1,7,19
203542546,3,2,2,1,0,0,0,20
203456755,4,3,2,1,0,4,5,21
203544482,2,1,1,1,0,4,1,59
203553527,1,0,0,0,0,0,0,35
203554639,1,0,0,0,0,0,0,5
203597244,2,2,2,1,0,0,1,36
203600274,4,52,52,1,0,2,1,14
203607919,1,0,0,0,0,0,0,8
203612702,1,0,0,0,0,2,1,26
203619568,3,4,2,1,1,0,5,424
203613370,17,17,16,1,1,2,9,353
203485068,1,0,0,0,0,0,0,10428
203620996,5,3,3,1,1,1,1,77
203622972,7,12,6,1,1,4,14,730
203634104,2,1,0,0,0,0,0,16
203634576,2,2,1,1,1,24,24,75
203635197,4,6,6,1,0,0,0,83
203640384,4,6,3,1,1,0,6,456
203642163,3,3,2,1,0,18,12,153
203640610,3,3,2,1,0,8,15,95
203646612,1,0,0,0,0,0,0,5
203647558,1,0,0,0,0,18,7,74
203649561,2,3,0,0,0,0,1,13
203650077,3,0,0,0,0,0,1,49
203651722,1,0,0,0,0,0,0,1350
203667798,1,0,0,0,0,0,0,18
203691777,1,0,0,0,0,0,1,72
203693511,2,3,2,1,0,1,1,160
203690340,165,7,0,0,0,8,4,425
203716139,1,0,0,0,0,0,0,5
203708620,1,0,0,0,0,2,7,35
203741797,3,4,2,1,1,8,12,55
203778045,1,0,0,0,0,0,0,30
203778087,2,1,1,1,1,0,1,17965
203781720,1,0,0,0,0,0,1,242
203782180,1,0,0,0,0,0,0,35
203793922,1,6,0,0,0,1,2,207
203798231,4,5,5,1,1,2,1,11
203799784,3,2,2,1,0,2,2,42
203813361,5,9,5,1,0,1,8,485
203814674,5,5,3,1,0,0,5,568
203850667,1,0,0,0,0,1,1,18
203818732,2,1,1,1,0,0,4,287
203836636,4,3,3,1,0,0,6,399
203817233,5,4,4,1,0,1,6,324
203850935,1,0,0,0,0,2,2,11
203915423,1,0,0,0,0,0,0,5
203851274,2,3,1,1,1,0,4,156
203872134,9,17,11,1,0,10,5,930
203946092,3,4,4,1,1,5,6,36
203961229,29,83,43,1,1,0,0,253
204016416,1,0,0,0,0,0,0,22
204027851,2,1,1,1,0,0,5,291
204032071,4,6,6,1,0,0,5,327
204029616,33,40,40,1,1,2,9,613
204039948,3,6,2,1,0,0,5,630
204057914,7,9,7,1,0,5,10,342
204061949,5,10,4,1,1,0,6,733
204056546,5,3,3,1,0,0,0,2202
204062528,10,7,7,1,0,0,7,301
204119073,1,0,0,0,0,0,0,4
204064060,9,14,8,1,0,0,7,656
204066679,7,3,2,1,1,0,4,27
204120150,1,0,0,0,0,0,0,3
204127424,1,0,0,0,0,0,0,4
204151940,1,0,0,0,0,0,0,3
204200902,1,0,0,0,0,0,0,46
204247659,2,1,1,1,0,0,0,11
204283942,4,3,3,1,1,2,6,171
204313113,1,0,0,0,0,0,0,31
204292547,3,3,2,1,0,0,1,72
204329905,2,26,0,0,0,0,0,21
204340475,3,2,0,0,0,34,46,120
204356177,4,4,2,1,1,1,0,22
204349255,4,3,2,1,1,1,0,30
204359625,1,0,0,0,0,3,3,82
204384824,2,0,0,0,0,0,0,55
204360083,1,1,0,0,0,0,2,59
204359717,7,9,9,1,1,76,15,822
204395560,1,0,0,0,0,0,0,64
204385347,1,5,0,0,0,15,8,73
204403996,1,9,0,0,0,2,2,118
204412275,3,3,1,1,1,0,1,226
204463478,1,0,0,0,0,0,0,6
204480871,1,0,0,0,0,0,0,4
204463827,2,2,2,1,1,0,0,31
204474638,1,0,0,0,0,1,0,55
204493810,1,0,0,0,0,0,0,3
204512940,1,0,0,0,0,0,1,12
204481289,2,2,0,0,0,13,6,1899
204513991,11,1,0,0,0,0,0,30
204500239,26,31,18,1,0,116,35,3285
204524820,1,0,0,0,0,0,1,17
204527597,3,2,2,1,0,0,0,6
204544466,1,0,0,0,0,0,0,16
204535028,22,22,0,0,0,0,0,26
204551388,1,0,0,0,0,1,7,11
204591307,1,0,0,0,0,0,0,8
204616368,1,0,0,0,0,0,0,16
204646443,1,0,0,0,0,0,0,142
204682286,1,0,0,0,0,0,0,9
204657563,1,0,0,0,0,1,2,16
204691907,2,0,0,0,0,0,1,66
204700928,1,0,0,0,0,2,1,22
204708421,2,0,0,0,0,2,1,25
204710342,1,0,0,0,0,0,0,18
204712242,8,4,4,1,1,0,0,9
204748870,1,0,0,0,0,0,0,11
204779657,4,5,3,1,1,0,0,11
204780413,3,3,2,1,1,0,0,30
204781384,4,4,4,1,1,0,0,731
204791660,1,0,0,0,0,23,5,19
204806069,2,0,0,0,0,0,0,3
204806647,4,3,3,1,0,1,0,279
204807805,3,1,1,1,0,0,0,7
204811822,1,0,0,0,0,0,0,2
204811900,1,1,0,0,0,2,0,4
204813131,1,0,0,0,0,4,3,11
204813691,7,6,6,1,1,0,1,126
204815386,61,50,31,1,1,2,0,416
204842706,1,0,0,0,0,0,0,4
204862532,10,1,0,0,0,1,2,75
204874359,2,0,0,0,0,0,0,6
204915522,1,0,0,0,0,0,0,125
204902596,1,0,0,0,0,38,14,2855
204938217,1,2,0,0,0,0,0,6
204956533,4,2,2,1,0,5,3,138
204976742,1,0,0,0,0,0,0,25
204981091,1,0,0,0,0,0,0,14
204981701,1,0,0,0,0,93,2193,344
204989173,1,0,0,0,0,0,0,243
205000000,1,0,0,0,0,0,1,6
204986042,1,0,0,0,0,0,2041,243
204996581,30,48,8,1,0,209,145,984
205039204,1,0,0,0,0,0,3,9
205037816,5,1,0,0,0,0,0,105
205036571,8,11,11,1,0,2,6,1082
205048117,1,0,0,0,0,0,5,13
205001443,63,249,249,1,1,11,7,10847
205141440,2,2,1,1,0,2,4,119
205188553,1,2,0,0,0,1,0,8
205198739,4,3,3,1,0,2,0,71
205216471,1,0,0,0,0,0,1,19
205235836,6,14,8,1,0,0,1,252
205235862,9,7,7,1,0,0,1,170
205236073,4,4,3,1,0,1,1,99
205236107,6,4,3,1,0,0,1,120
205235973,9,18,14,1,0,0,1,196
205236952,3,2,2,1,1,0,0,24
205251278,5,4,4,1,1,0,0,29
205242852,3,4,2,1,0,13,3,1742
205305735,1,0,0,0,0,0,0,3
205307670,1,0,0,0,0,0,0,7
205327663,18,9,0,0,0,0,0,498
205356594,10,11,11,1,1,0,1,97
205360433,1,0,0,0,0,4,3,8
205370912,2,1,0,0,0,4,11,43
205371986,1,0,0,0,0,0,0,6
205390995,1,0,0,0,0,0,0,31
205473220,2,0,0,0,0,0,0,44
205473425,1,0,0,0,0,0,0,8
205336757,6,5,5,1,1,0,0,31892
205476938,10,37,37,1,1,0,1,2105
205477277,12,30,30,1,1,0,0,980
205478811,2,1,1,1,1,0,0,13
205479561,9,18,14,1,0,0,0,244
205519140,3,2,2,1,0,1,0,18
205524687,3,2,2,1,0,38,40,48
205481327,7,0,0,0,0,0,2,750
205535387,1,0,0,0,0,0,0,3
205545058,1,0,0,0,0,0,0,6
205554805,7,6,6,1,1,0,0,27
205549006,1,2,0,0,0,0,0,23
205583796,7,11,11,1,0,0,0,25
205585292,1,0,0,0,0,0,0,8
205620279,1,0,0,0,0,0,1,23
205678103,11,16,15,1,1,0,0,72
205691193,1,0,0,0,0,13,9,24
205698204,1,2,0,0,0,0,0,211
205723538,1,4,0,0,0,1,0,41
205757435,11,7,7,1,0,0,1,52
205792059,4,0,0,0,0,0,0,27
205808406,1,0,0,0,0,0,0,11
205816603,1,0,0,0,0,3,3,10
205826886,1,0,0,0,0,0,0,2
205839610,6,6,5,1,1,0,0,65
205849093,1,0,0,0,0,0,0,20
205849384,10,12,11,1,1,15,11,144
205854680,1,0,0,0,0,0,0,7
205854826,1,0,0,0,0,0,0,9
205855350,1,0,0,0,0,4,4,4
205862552,1,0,0,0,0,19,17,44
